timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1698954492895,1217,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_USE_CASES,401,Unauthorized,Thread Group 1-75,text,false,,336,4258,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_USE_CASES,1217,0,0
1698954492893,1219,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_USE_CASES,401,Unauthorized,Thread Group 1-85,text,false,,336,4258,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_USE_CASES,1219,0,0
1698954492895,1218,https://portaltest.mtn.ci/assets/icons/dashboard/average-registration-time.svg,200,OK,Thread Group 1-26,text,true,,4865,462,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/average-registration-time.svg,1218,0,0
1698954492895,1217,https://portaltest.mtn.ci/assets/icons/dashboard/current-month.svg,200,OK,Thread Group 1-5,text,true,,1323,450,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/current-month.svg,1217,0,0
1698954492896,1217,https://portaltest.mtn.ci/assets/icons/dashboard/average-registration-time.svg,200,OK,Thread Group 1-27,text,true,,4865,462,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/average-registration-time.svg,1217,0,0
1698954492896,1218,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_USE_CASES,401,Unauthorized,Thread Group 1-56,text,false,,336,4258,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_USE_CASES,1217,0,0
1698954492896,1218,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,401,Unauthorized,Thread Group 1-89,text,false,,336,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,1218,0,0
1698954492896,1218,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,401,Unauthorized,Thread Group 1-100,text,false,,336,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,1218,0,0
1698954492896,1218,https://portaltest.mtn.ci/assets/icons/dashboard/current-month.svg,200,OK,Thread Group 1-10,text,true,,1323,450,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/current-month.svg,1218,0,0
1698954492896,1219,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_USE_CASES,401,Unauthorized,Thread Group 1-68,text,false,,336,4258,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_USE_CASES,1219,0,0
1698954492896,1219,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,401,Unauthorized,Thread Group 1-88,text,false,,336,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,1219,0,0
